Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: vertex, keywords _SUNDISK_SIMPLE
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: Hidden/Internal-ScreenSpaceShadows, pass: <unnamed>, stage: vertex, keywords SHADOWS_SINGLE_CASCADE SHADOWS_SPLIT_SPHERES
Compiled shader: Hidden/Internal-ScreenSpaceShadows, pass: <unnamed>, stage: fragment, keywords SHADOWS_SINGLE_CASCADE SHADOWS_SPLIT_SPHERES
Compiled shader: Hidden/Nature/Tree Creator Leaves Optimized, pass: FORWARD, stage: vertex, keywords BILLBOARD_FACE_CAMERA_POS DIRECTIONAL LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: Hidden/Nature/Tree Creator Leaves Optimized, pass: FORWARD, stage: fragment, keywords BILLBOARD_FACE_CAMERA_POS DIRECTIONAL LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: Hidden/Nature/Tree Creator Leaves Optimized, pass: FORWARD, stage: vertex, keywords BILLBOARD_FACE_CAMERA_POS DIRECTIONAL LIGHTPROBE_SH
Compiled shader: Hidden/Nature/Tree Creator Leaves Optimized, pass: FORWARD, stage: fragment, keywords BILLBOARD_FACE_CAMERA_POS DIRECTIONAL LIGHTPROBE_SH
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords POINT SHADOWS_CUBE SHADOWS_SOFT
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords POINT SHADOWS_CUBE SHADOWS_SOFT
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords POINT
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords POINT
Compiled shader: Hidden/TerrainEngine/BillboardTree, pass: <unnamed>, stage: vertex, keywords AURA AURA_USE_CUBIC_FILTERING AURA_USE_DITHERING FOG_EXP
Compiled shader: Hidden/TerrainEngine/BillboardTree, pass: <unnamed>, stage: fragment, keywords AURA AURA_USE_CUBIC_FILTERING AURA_USE_DITHERING FOG_EXP
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: NDF/Two Sided, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: Unlit/Color, pass: <unnamed>, stage: vertex, keywords FOG_EXP
Compiled shader: Unlit/Color, pass: <unnamed>, stage: fragment, keywords FOG_EXP
Compiled shader: Legacy Shaders/Diffuse, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Diffuse, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords SHADOWS_DEPTH SHADOWS_SOFT SPOT UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords SHADOWS_DEPTH SHADOWS_SOFT SPOT UNITY_HDR_ON
Compiled shader: Legacy Shaders/VertexLit, pass: ShadowCaster, stage: vertex, keywords SHADOWS_CUBE
Compiled shader: Legacy Shaders/VertexLit, pass: ShadowCaster, stage: fragment, keywords SHADOWS_CUBE
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords SHADOWS_DEPTH SHADOWS_SOFT SPOT
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords SHADOWS_DEPTH SHADOWS_SOFT SPOT
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _SPECGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords DIRECTIONAL LIGHTPROBE_SH SHADOWS_SCREEN VERTEXLIGHT_ON
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _NORMALMAP _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _NORMALMAP _SPECGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Particles/Standard Surface, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH SOFTPARTICLES_ON VERTEXLIGHT_ON _ALPHABLEND_ON
Compiled shader: Particles/Standard Surface, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP LIGHTPROBE_SH SOFTPARTICLES_ON _ALPHABLEND_ON
Compiled shader: Legacy Shaders/Particles/Additive (Soft), pass: <unnamed>, stage: vertex, keywords FOG_EXP SOFTPARTICLES_ON
Compiled shader: Legacy Shaders/Particles/Additive (Soft), pass: <unnamed>, stage: fragment, keywords FOG_EXP SOFTPARTICLES_ON
Compiled shader: Hidden/CubeBlur, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/CubeBlur, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/CubeCopy, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/CubeCopy, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/CubeBlend, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/CubeBlend, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: vertex, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: fragment, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/DeferredFog, pass: <unnamed>, stage: vertex, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/DeferredFog, pass: <unnamed>, stage: fragment, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/DepthOfField, pass: Bokeh Filter (small), stage: vertex, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/DepthOfField, pass: Bokeh Filter (small), stage: fragment, keywords <no keywords>
Compiled shader: UI/Default, pass: Default, stage: vertex, keywords UNITY_UI_CLIP_RECT
Compiled shader: UI/Default, pass: Default, stage: fragment, keywords UNITY_UI_CLIP_RECT
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHABLEND_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHABLEND_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP SPOT _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP SPOT _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: TextMeshPro/Distance Field, pass: <unnamed>, stage: vertex, keywords UNDERLAY_ON
Compiled shader: TextMeshPro/Distance Field, pass: <unnamed>, stage: fragment, keywords UNDERLAY_ON
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP SPOT _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP SPOT _ALPHABLEND_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: vertex, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON
Compiled shader: NDF/Two Sided, pass: FORWARD_DELTA, stage: fragment, keywords FOG_EXP SPOT _ALPHAPREMULTIPLY_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_CUBE
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_CUBE
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords DIRECTIONAL LIGHTPROBE_SH
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords DIRECTIONAL LIGHTPROBE_SH
Compiled shader: DAFoliage2018, pass: FORWARD, stage: vertex, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH
Compiled shader: DAFoliage2018, pass: FORWARD, stage: fragment, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH
Compiled shader: UI/Default, pass: Default, stage: vertex, keywords UNITY_UI_ALPHACLIP
Compiled shader: UI/Default, pass: Default, stage: fragment, keywords UNITY_UI_ALPHACLIP
Compiled shader: Hidden/UI Default (Soft Masked), pass: Default, stage: vertex, keywords SOFTMASK_SIMPLE
Compiled shader: Hidden/UI Default (Soft Masked), pass: Default, stage: fragment, keywords SOFTMASK_SIMPLE
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: vertex, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: fragment, keywords FOG_EXP
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER
Compiled shader: Hidden/TerrainEngine/GenerateNormalmap, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/TerrainEngine/GenerateNormalmap, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/6 Sided, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: vertex, keywords FOG_EXP2
Compiled shader: Hidden/PostProcessing/ScalableAO, pass: <unnamed>, stage: fragment, keywords FOG_EXP2
Compiled shader: Hidden/PostProcessing/DeferredFog, pass: <unnamed>, stage: vertex, keywords FOG_EXP2
Compiled shader: Hidden/PostProcessing/DeferredFog, pass: <unnamed>, stage: fragment, keywords FOG_EXP2
Compiled shader: Unlit/Color, pass: <unnamed>, stage: vertex, keywords FOG_EXP2
Compiled shader: Unlit/Color, pass: <unnamed>, stage: fragment, keywords FOG_EXP2
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Nature/Terrain/Diffuse, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Nature/Terrain/Diffuse, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-AddPass, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-AddPass, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Legacy Shaders/Diffuse, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Diffuse, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Bumped Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Bumped Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
